imname	RA	DEC	EXPTIME
Q14F1V1	13:47:29	-19:17:49	40
Q14F2V1	13:47:27	-21:14:13	40
Q14F3V1	13:54:19	-22:13:25	40
Q14F4V1	13:54:16	-20:15:01	40
Q14F1V2	13:47:29	-19:17:49	40
Q14F2V2	13:47:27	-21:14:13	40
Q14F3V2	13:54:19	-22:13:25	40
Q14F4V2	13:54:16	-20:15:01	40
Q14F1V3	13:47:29	-19:17:49	40
Q14F2V3	13:47:27	-21:14:13	40
Q14F3V3	13:54:19	-22:13:25	40
Q14F4V3	13:54:16	-20:15:01	40
Q14F1V4	13:47:29	-19:17:49	40
Q14F2V4	13:47:27	-21:14:13	40
Q14F3V4	13:54:19	-22:13:25	40
Q14F4V4	13:54:16	-20:15:01	40
Q14F1V5	13:47:29	-19:17:49	40
Q14F2V5	13:47:27	-21:14:13	40
Q14F3V5	13:54:19	-22:13:25	40
Q14F4V5	13:54:16	-20:15:01	40
SLEW_QX_QY	13:54:16	-20:15:01	60
