UTC	Airmass
2014-04-29 22:30:00	13.333
2014-04-29 23:00:00	6.876
2014-04-29 23:30:00	3.952
2014-04-30 00:00:00	2.781
2014-04-30 00:30:00	2.165
2014-04-30 01:00:00	1.793
2014-04-30 01:30:00	1.550
2014-04-30 02:00:00	1.384
2014-04-30 02:30:00	1.267
2014-04-30 03:00:00	1.186
2014-04-30 03:30:00	1.131
2014-04-30 04:00:00	1.098
2014-04-30 04:30:00	1.084
2014-04-30 05:00:00	1.087
2014-04-30 05:30:00	1.107
2014-04-30 06:00:00	1.147
2014-04-30 06:30:00	1.210
2014-04-30 07:00:00	1.302
2014-04-30 07:30:00	1.433
2014-04-30 08:00:00	1.622
2014-04-30 08:30:00	1.900
2014-04-30 09:00:00	2.335
2014-04-30 09:30:00	3.084
2014-04-30 10:00:00	4.614
2014-04-30 10:30:00	9.022
2014-04-30 11:00:00	13.333
2014-04-30 11:30:00	13.333
2014-04-30 12:00:00	13.333
