imname	RA	DEC	EXPTIME
Q64F1V1	15:11:58	-27:07:25	40
Q64F2V1	15:11:54	-29:05:49	40
Q64F3V1	15:19:14	-30:03:01	40
Q64F4V1	15:19:10	-28:06:37	40
Q64F1V2	15:11:58	-27:07:25	40
Q64F2V2	15:11:54	-29:05:49	40
Q64F3V2	15:19:14	-30:03:01	40
Q64F4V2	15:19:10	-28:06:37	40
Q64F1V3	15:11:58	-27:07:25	40
Q64F2V3	15:11:54	-29:05:49	40
Q64F3V3	15:19:14	-30:03:01	40
Q64F4V3	15:19:10	-28:06:37	40
Q64F1V4	15:11:58	-27:07:25	40
Q64F2V4	15:11:54	-29:05:49	40
Q64F3V4	15:19:14	-30:03:01	40
Q64F4V4	15:19:10	-28:06:37	40
Q64F1V5	15:11:58	-27:07:25	40
Q64F2V5	15:11:54	-29:05:49	40
Q64F3V5	15:19:14	-30:03:01	40
Q64F4V5	15:19:10	-28:06:37	40
SLEW_QX_QY	15:19:10	-28:06:37	60
