UTC	Airmass
2014-04-29 22:30:00	2.584
2014-04-29 23:00:00	2.068
2014-04-29 23:30:00	1.736
2014-04-30 00:00:00	1.509
2014-04-30 00:30:00	1.348
2014-04-30 01:00:00	1.231
2014-04-30 01:30:00	1.145
2014-04-30 02:00:00	1.084
2014-04-30 02:30:00	1.041
2014-04-30 03:00:00	1.015
2014-04-30 03:30:00	1.003
2014-04-30 04:00:00	1.004
2014-04-30 04:30:00	1.018
2014-04-30 05:00:00	1.047
2014-04-30 05:30:00	1.092
2014-04-30 06:00:00	1.157
2014-04-30 06:30:00	1.247
2014-04-30 07:00:00	1.370
2014-04-30 07:30:00	1.539
2014-04-30 08:00:00	1.779
2014-04-30 08:30:00	2.133
2014-04-30 09:00:00	2.689
2014-04-30 09:30:00	3.665
2014-04-30 10:00:00	5.732
2014-04-30 10:30:00	11.771
2014-04-30 11:00:00	13.333
2014-04-30 11:30:00	13.333
2014-04-30 12:00:00	13.333
