imname	RA	DEC	EXPTIME
Q4F1V1	13:35:53	-11:26:13	40
Q4F2V1	13:35:51	-13:24:37	40
Q4F3V1	13:42:26	-14:23:49	40
Q4F4V1	13:42:24	-12:25:25	40
Q4F1V2	13:35:53	-11:26:13	40
Q4F2V2	13:35:51	-13:24:37	40
Q4F3V2	13:42:26	-14:23:49	40
Q4F4V2	13:42:24	-12:25:25	40
Q4F1V3	13:35:53	-11:26:13	40
Q4F2V3	13:35:51	-13:24:37	40
Q4F3V3	13:42:26	-14:23:49	40
Q4F4V3	13:42:24	-12:25:25	40
Q4F1V4	13:35:53	-11:26:13	40
Q4F2V4	13:35:51	-13:24:37	40
Q4F3V4	13:42:26	-14:23:49	40
Q4F4V4	13:42:24	-12:25:25	40
Q4F1V5	13:35:53	-11:26:13	40
Q4F2V5	13:35:51	-13:24:37	40
Q4F3V5	13:42:26	-14:23:49	40
Q4F4V5	13:42:24	-12:25:25	40
SLEW_QX_QY	13:42:24	-12:25:25	60
