imname	RA	DEC	EXPTIME
Q24F1V1	13:59:36	-27:07:25	40
Q24F2V1	13:59:32	-29:05:49	40
Q24F3V1	14:06:52	-30:03:01	40
Q24F4V1	14:06:48	-28:06:37	40
Q24F1V2	13:59:36	-27:07:25	40
Q24F2V2	13:59:32	-29:05:49	40
Q24F3V2	14:06:52	-30:03:01	40
Q24F4V2	14:06:48	-28:06:37	40
Q24F1V3	13:59:36	-27:07:25	40
Q24F2V3	13:59:32	-29:05:49	40
Q24F3V3	14:06:52	-30:03:01	40
Q24F4V3	14:06:48	-28:06:37	40
Q24F1V4	13:59:36	-27:07:25	40
Q24F2V4	13:59:32	-29:05:49	40
Q24F3V4	14:06:52	-30:03:01	40
Q24F4V4	14:06:48	-28:06:37	40
Q24F1V5	13:59:36	-27:07:25	40
Q24F2V5	13:59:32	-29:05:49	40
Q24F3V5	14:06:52	-30:03:01	40
Q24F4V5	14:06:48	-28:06:37	40
SLEW_QX_QY	14:06:48	-28:06:37	60
