imname	RA	DEC	EXPTIME
Q18F1V1	14:02:29	-03:36:37	40
Q18F2V1	14:02:28	-05:33:01	40
Q18F3V1	14:08:53	-06:32:13	40
Q18F4V1	14:08:53	-04:35:49	40
Q18F1V2	14:02:29	-03:36:37	40
Q18F2V2	14:02:28	-05:33:01	40
Q18F3V2	14:08:53	-06:32:13	40
Q18F4V2	14:08:53	-04:35:49	40
Q18F1V3	14:02:29	-03:36:37	40
Q18F2V3	14:02:28	-05:33:01	40
Q18F3V3	14:08:53	-06:32:13	40
Q18F4V3	14:08:53	-04:35:49	40
Q18F1V4	14:02:29	-03:36:37	40
Q18F2V4	14:02:28	-05:33:01	40
Q18F3V4	14:08:53	-06:32:13	40
Q18F4V4	14:08:53	-04:35:49	40
Q18F1V5	14:02:29	-03:36:37	40
Q18F2V5	14:02:28	-05:33:01	40
Q18F3V5	14:08:53	-06:32:13	40
Q18F4V5	14:08:53	-04:35:49	40
SLEW_QX_QY	14:08:53	-04:35:49	60
