imname	RA	DEC	EXPTIME
Q10F1V1	13:49:40	-03:36:37	40
Q10F2V1	13:49:40	-05:33:01	40
Q10F3V1	13:56:05	-06:32:13	40
Q10F4V1	13:56:04	-04:35:49	40
Q10F1V2	13:49:40	-03:36:37	40
Q10F2V2	13:49:40	-05:33:01	40
Q10F3V2	13:56:05	-06:32:13	40
Q10F4V2	13:56:04	-04:35:49	40
Q10F1V3	13:49:40	-03:36:37	40
Q10F2V3	13:49:40	-05:33:01	40
Q10F3V3	13:56:05	-06:32:13	40
Q10F4V3	13:56:04	-04:35:49	40
Q10F1V4	13:49:40	-03:36:37	40
Q10F2V4	13:49:40	-05:33:01	40
Q10F3V4	13:56:05	-06:32:13	40
Q10F4V4	13:56:04	-04:35:49	40
Q10F1V5	13:49:40	-03:36:37	40
Q10F2V5	13:49:40	-05:33:01	40
Q10F3V5	13:56:05	-06:32:13	40
Q10F4V5	13:56:04	-04:35:49	40
SLEW_QX_QY	13:56:04	-04:35:49	60
