UTC	Airmass
2014-04-29 22:30:00	3.427
2014-04-29 23:00:00	2.560
2014-04-29 23:30:00	2.053
2014-04-30 00:00:00	1.726
2014-04-30 00:30:00	1.502
2014-04-30 01:00:00	1.343
2014-04-30 01:30:00	1.227
2014-04-30 02:00:00	1.143
2014-04-30 02:30:00	1.082
2014-04-30 03:00:00	1.040
2014-04-30 03:30:00	1.014
2014-04-30 04:00:00	1.002
2014-04-30 04:30:00	1.004
2014-04-30 05:00:00	1.019
2014-04-30 05:30:00	1.048
2014-04-30 06:00:00	1.094
2014-04-30 06:30:00	1.160
2014-04-30 07:00:00	1.251
2014-04-30 07:30:00	1.375
2014-04-30 08:00:00	1.547
2014-04-30 08:30:00	1.790
2014-04-30 09:00:00	2.149
2014-04-30 09:30:00	2.716
2014-04-30 10:00:00	3.716
2014-04-30 10:30:00	5.853
2014-04-30 11:00:00	12.133
2014-04-30 11:30:00	13.333
2014-04-30 12:00:00	13.333
