UTC	Airmass
2014-04-29 22:30:00	4.697
2014-04-29 23:00:00	3.175
2014-04-29 23:30:00	2.404
2014-04-30 00:00:00	1.947
2014-04-30 00:30:00	1.651
2014-04-30 01:00:00	1.446
2014-04-30 01:30:00	1.301
2014-04-30 02:00:00	1.196
2014-04-30 02:30:00	1.121
2014-04-30 03:00:00	1.067
2014-04-30 03:30:00	1.032
2014-04-30 04:00:00	1.013
2014-04-30 04:30:00	1.007
2014-04-30 05:00:00	1.016
2014-04-30 05:30:00	1.039
2014-04-30 06:00:00	1.079
2014-04-30 06:30:00	1.137
2014-04-30 07:00:00	1.219
2014-04-30 07:30:00	1.332
2014-04-30 08:00:00	1.490
2014-04-30 08:30:00	1.713
2014-04-30 09:00:00	2.040
2014-04-30 09:30:00	2.554
2014-04-30 10:00:00	3.447
2014-04-30 10:30:00	5.313
2014-04-30 11:00:00	10.783
2014-04-30 11:30:00	13.333
2014-04-30 12:00:00	13.333
