imname	RA	DEC	EXPTIME
Q53F1V1	14:54:51	-15:21:01	40
Q53F2V1	14:54:49	-17:19:25	40
Q53F3V1	15:01:31	-18:18:37	40
Q53F4V1	15:01:29	-16:20:13	40
Q53F1V2	14:54:51	-15:21:01	40
Q53F2V2	14:54:49	-17:19:25	40
Q53F3V2	15:01:31	-18:18:37	40
Q53F4V2	15:01:29	-16:20:13	40
Q53F1V3	14:54:51	-15:21:01	40
Q53F2V3	14:54:49	-17:19:25	40
Q53F3V3	15:01:31	-18:18:37	40
Q53F4V3	15:01:29	-16:20:13	40
Q53F1V4	14:54:51	-15:21:01	40
Q53F2V4	14:54:49	-17:19:25	40
Q53F3V4	15:01:31	-18:18:37	40
Q53F4V4	15:01:29	-16:20:13	40
Q53F1V5	14:54:51	-15:21:01	40
Q53F2V5	14:54:49	-17:19:25	40
Q53F3V5	15:01:31	-18:18:37	40
Q53F4V5	15:01:29	-16:20:13	40
SLEW_QX_QY	15:01:29	-16:20:13	60
