imname	RA	DEC	EXPTIME
Q32F1V1	14:14:04	-27:07:25	40
Q32F2V1	14:14:00	-29:05:49	40
Q32F3V1	14:21:21	-30:03:01	40
Q32F4V1	14:21:16	-28:06:37	40
Q32F1V2	14:14:04	-27:07:25	40
Q32F2V2	14:14:00	-29:05:49	40
Q32F3V2	14:21:21	-30:03:01	40
Q32F4V2	14:21:16	-28:06:37	40
Q32F1V3	14:14:04	-27:07:25	40
Q32F2V3	14:14:00	-29:05:49	40
Q32F3V3	14:21:21	-30:03:01	40
Q32F4V3	14:21:16	-28:06:37	40
Q32F1V4	14:14:04	-27:07:25	40
Q32F2V4	14:14:00	-29:05:49	40
Q32F3V4	14:21:21	-30:03:01	40
Q32F4V4	14:21:16	-28:06:37	40
Q32F1V5	14:14:04	-27:07:25	40
Q32F2V5	14:14:00	-29:05:49	40
Q32F3V5	14:21:21	-30:03:01	40
Q32F4V5	14:21:16	-28:06:37	40
SLEW_QX_QY	14:21:16	-28:06:37	60
