UTC	Airmass
2014-04-29 22:30:00	7.652
2014-04-29 23:00:00	4.205
2014-04-29 23:30:00	2.900
2014-04-30 00:00:00	2.233
2014-04-30 00:30:00	1.836
2014-04-30 01:00:00	1.579
2014-04-30 01:30:00	1.404
2014-04-30 02:00:00	1.281
2014-04-30 02:30:00	1.196
2014-04-30 03:00:00	1.138
2014-04-30 03:30:00	1.102
2014-04-30 04:00:00	1.085
2014-04-30 04:30:00	1.085
2014-04-30 05:00:00	1.103
2014-04-30 05:30:00	1.140
2014-04-30 06:00:00	1.200
2014-04-30 06:30:00	1.287
2014-04-30 07:00:00	1.412
2014-04-30 07:30:00	1.590
2014-04-30 08:00:00	1.853
2014-04-30 08:30:00	2.260
2014-04-30 09:00:00	2.948
2014-04-30 09:30:00	4.309
2014-04-30 10:00:00	7.989
2014-04-30 10:30:00	13.333
2014-04-30 11:00:00	13.333
2014-04-30 11:30:00	13.333
2014-04-30 12:00:00	13.333
