UTC	Airmass
2014-04-29 22:30:00	3.628
2014-04-29 23:00:00	2.636
2014-04-29 23:30:00	2.083
2014-04-30 00:00:00	1.738
2014-04-30 00:30:00	1.506
2014-04-30 01:00:00	1.344
2014-04-30 01:30:00	1.228
2014-04-30 02:00:00	1.145
2014-04-30 02:30:00	1.086
2014-04-30 03:00:00	1.047
2014-04-30 03:30:00	1.025
2014-04-30 04:00:00	1.018
2014-04-30 04:30:00	1.026
2014-04-30 05:00:00	1.048
2014-04-30 05:30:00	1.088
2014-04-30 06:00:00	1.147
2014-04-30 06:30:00	1.231
2014-04-30 07:00:00	1.349
2014-04-30 07:30:00	1.513
2014-04-30 08:00:00	1.748
2014-04-30 08:30:00	2.099
2014-04-30 09:00:00	2.662
2014-04-30 09:30:00	3.679
2014-04-30 10:00:00	5.961
2014-04-30 10:30:00	13.037
2014-04-30 11:00:00	13.333
2014-04-30 11:30:00	13.333
2014-04-30 12:00:00	13.333
