imname	RA	DEC	EXPTIME
Q43F1V1	14:41:02	-07:31:25	40
Q43F2V1	14:41:01	-09:29:49	40
Q43F3V1	14:47:30	-10:27:01	40
Q43F4V1	14:47:29	-08:30:37	40
Q43F1V2	14:41:02	-07:31:25	40
Q43F2V2	14:41:01	-09:29:49	40
Q43F3V2	14:47:30	-10:27:01	40
Q43F4V2	14:47:29	-08:30:37	40
Q43F1V3	14:41:02	-07:31:25	40
Q43F2V3	14:41:01	-09:29:49	40
Q43F3V3	14:47:30	-10:27:01	40
Q43F4V3	14:47:29	-08:30:37	40
Q43F1V4	14:41:02	-07:31:25	40
Q43F2V4	14:41:01	-09:29:49	40
Q43F3V4	14:47:30	-10:27:01	40
Q43F4V4	14:47:29	-08:30:37	40
Q43F1V5	14:41:02	-07:31:25	40
Q43F2V5	14:41:01	-09:29:49	40
Q43F3V5	14:47:30	-10:27:01	40
Q43F4V5	14:47:29	-08:30:37	40
SLEW_QX_QY	14:47:29	-08:30:37	60
