UTC	Airmass
2014-04-29 22:30:00	5.115
2014-04-29 23:00:00	3.314
2014-04-29 23:30:00	2.462
2014-04-30 00:00:00	1.975
2014-04-30 00:30:00	1.666
2014-04-30 01:00:00	1.457
2014-04-30 01:30:00	1.310
2014-04-30 02:00:00	1.206
2014-04-30 02:30:00	1.132
2014-04-30 03:00:00	1.082
2014-04-30 03:30:00	1.050
2014-04-30 04:00:00	1.036
2014-04-30 04:30:00	1.036
2014-04-30 05:00:00	1.053
2014-04-30 05:30:00	1.086
2014-04-30 06:00:00	1.138
2014-04-30 06:30:00	1.215
2014-04-30 07:00:00	1.322
2014-04-30 07:30:00	1.474
2014-04-30 08:00:00	1.690
2014-04-30 08:30:00	2.012
2014-04-30 09:00:00	2.524
2014-04-30 09:30:00	3.431
2014-04-30 10:00:00	5.398
2014-04-30 10:30:00	11.605
2014-04-30 11:00:00	13.333
2014-04-30 11:30:00	13.333
2014-04-30 12:00:00	13.333
