imname	RA	DEC	EXPTIME
Q54F1V1	14:55:32	-19:17:49	40
Q54F2V1	14:55:29	-21:14:13	40
Q54F3V1	15:02:22	-22:13:25	40
Q54F4V1	15:02:19	-20:15:01	40
Q54F1V2	14:55:32	-19:17:49	40
Q54F2V2	14:55:29	-21:14:13	40
Q54F3V2	15:02:22	-22:13:25	40
Q54F4V2	15:02:19	-20:15:01	40
Q54F1V3	14:55:32	-19:17:49	40
Q54F2V3	14:55:29	-21:14:13	40
Q54F3V3	15:02:22	-22:13:25	40
Q54F4V3	15:02:19	-20:15:01	40
Q54F1V4	14:55:32	-19:17:49	40
Q54F2V4	14:55:29	-21:14:13	40
Q54F3V4	15:02:22	-22:13:25	40
Q54F4V4	15:02:19	-20:15:01	40
Q54F1V5	14:55:32	-19:17:49	40
Q54F2V5	14:55:29	-21:14:13	40
Q54F3V5	15:02:22	-22:13:25	40
Q54F4V5	15:02:19	-20:15:01	40
SLEW_QX_QY	15:02:19	-20:15:01	60
