imname	RA	DEC	EXPTIME
Q3F1V1	13:36:29	-07:31:25	40
Q3F2V1	13:36:28	-09:29:49	40
Q3F3V1	13:42:57	-10:27:01	40
Q3F4V1	13:42:56	-08:30:37	40
Q3F1V2	13:36:29	-07:31:25	40
Q3F2V2	13:36:28	-09:29:49	40
Q3F3V2	13:42:57	-10:27:01	40
Q3F4V2	13:42:56	-08:30:37	40
Q3F1V3	13:36:29	-07:31:25	40
Q3F2V3	13:36:28	-09:29:49	40
Q3F3V3	13:42:57	-10:27:01	40
Q3F4V3	13:42:56	-08:30:37	40
Q3F1V4	13:36:29	-07:31:25	40
Q3F2V4	13:36:28	-09:29:49	40
Q3F3V4	13:42:57	-10:27:01	40
Q3F4V4	13:42:56	-08:30:37	40
Q3F1V5	13:36:29	-07:31:25	40
Q3F2V5	13:36:28	-09:29:49	40
Q3F3V5	13:42:57	-10:27:01	40
Q3F4V5	13:42:56	-08:30:37	40
SLEW_QX_QY	13:42:56	-08:30:37	60
