imname	RA	DEC	EXPTIME
Q38F1V1	14:28:19	-19:17:49	40
Q38F2V1	14:28:16	-21:14:13	40
Q38F3V1	14:35:09	-22:13:25	40
Q38F4V1	14:35:06	-20:15:01	40
Q38F1V2	14:28:19	-19:17:49	40
Q38F2V2	14:28:16	-21:14:13	40
Q38F3V2	14:35:09	-22:13:25	40
Q38F4V2	14:35:06	-20:15:01	40
Q38F1V3	14:28:19	-19:17:49	40
Q38F2V3	14:28:16	-21:14:13	40
Q38F3V3	14:35:09	-22:13:25	40
Q38F4V3	14:35:06	-20:15:01	40
Q38F1V4	14:28:19	-19:17:49	40
Q38F2V4	14:28:16	-21:14:13	40
Q38F3V4	14:35:09	-22:13:25	40
Q38F4V4	14:35:06	-20:15:01	40
Q38F1V5	14:28:19	-19:17:49	40
Q38F2V5	14:28:16	-21:14:13	40
Q38F3V5	14:35:09	-22:13:25	40
Q38F4V5	14:35:06	-20:15:01	40
SLEW_QX_QY	14:35:06	-20:15:01	60
