imname	RA	DEC	EXPTIME
Q6F1V1	13:33:53	-19:17:49	40
Q6F2V1	13:33:50	-21:14:13	40
Q6F3V1	13:40:42	-22:13:25	40
Q6F4V1	13:40:40	-20:15:01	40
Q6F1V2	13:33:53	-19:17:49	40
Q6F2V2	13:33:50	-21:14:13	40
Q6F3V2	13:40:42	-22:13:25	40
Q6F4V2	13:40:40	-20:15:01	40
Q6F1V3	13:33:53	-19:17:49	40
Q6F2V3	13:33:50	-21:14:13	40
Q6F3V3	13:40:42	-22:13:25	40
Q6F4V3	13:40:40	-20:15:01	40
Q6F1V4	13:33:53	-19:17:49	40
Q6F2V4	13:33:50	-21:14:13	40
Q6F3V4	13:40:42	-22:13:25	40
Q6F4V4	13:40:40	-20:15:01	40
Q6F1V5	13:33:53	-19:17:49	40
Q6F2V5	13:33:50	-21:14:13	40
Q6F3V5	13:40:42	-22:13:25	40
Q6F4V5	13:40:40	-20:15:01	40
SLEW_QX_QY	13:40:40	-20:15:01	60
