imname	RA	DEC	EXPTIME
Q09F1V1	22:42:00	-12:10:59	40
Q09F4V1	22:41:59	-14:07:23	40
Q09F3V1	22:48:35	-15:06:36	40
Q09F2V1	22:48:33	-13:08:11	40
Q09F1V2	22:42:00	-12:10:59	40
Q09F4V2	22:41:59	-14:07:23	40
Q09F3V2	22:48:35	-15:06:36	40
Q09F2V2	22:48:33	-13:08:11	40
Q09F1V3	22:42:00	-12:10:59	40
Q09F4V3	22:41:59	-14:07:23	40
Q09F3V3	22:48:35	-15:06:36	40
Q09F2V3	22:48:33	-13:08:11	40
Q09F1V4	22:42:00	-12:10:59	40
Q09F4V4	22:41:59	-14:07:23	40
Q09F3V4	22:48:35	-15:06:36	40
Q09F2V4	22:48:33	-13:08:11	40
Q09F1V5	22:42:00	-12:10:59	40
Q09F4V5	22:41:59	-14:07:23	40
Q09F3V5	22:48:35	-15:06:36	40
Q09F2V5	22:48:33	-13:08:11	40
SLEW_QX_QY	22:48:33	-13:08:11	60
