imname	RA	DEC	EXPTIME
Q03F1V1	22:15:47	-12:10:59	40
Q03F4V1	22:15:45	-14:07:23	40
Q03F3V1	22:22:21	-15:06:36	40
Q03F2V1	22:22:20	-13:08:11	40
Q03F1V2	22:15:47	-12:10:59	40
Q03F4V2	22:15:45	-14:07:23	40
Q03F3V2	22:22:21	-15:06:36	40
Q03F2V2	22:22:20	-13:08:11	40
Q03F1V3	22:15:47	-12:10:59	40
Q03F4V3	22:15:45	-14:07:23	40
Q03F3V3	22:22:21	-15:06:36	40
Q03F2V3	22:22:20	-13:08:11	40
Q03F1V4	22:15:47	-12:10:59	40
Q03F4V4	22:15:45	-14:07:23	40
Q03F3V4	22:22:21	-15:06:36	40
Q03F2V4	22:22:20	-13:08:11	40
Q03F1V5	22:15:47	-12:10:59	40
Q03F4V5	22:15:45	-14:07:23	40
Q03F3V5	22:22:21	-15:06:36	40
Q03F2V5	22:22:20	-13:08:11	40
SLEW_QX_QY	22:22:20	-13:08:11	60
