imname	RA	DEC	EXPTIME
Q02F1V1	22:16:00	-08:14:11	40
Q02F4V1	22:15:59	-10:12:35	40
Q02F3V1	22:22:29	-11:11:47	40
Q02F2V1	22:22:27	-09:13:23	40
Q02F1V2	22:16:00	-08:14:11	40
Q02F4V2	22:15:59	-10:12:35	40
Q02F3V2	22:22:29	-11:11:47	40
Q02F2V2	22:22:27	-09:13:23	40
Q02F1V3	22:16:00	-08:14:11	40
Q02F4V3	22:15:59	-10:12:35	40
Q02F3V3	22:22:29	-11:11:47	40
Q02F2V3	22:22:27	-09:13:23	40
Q02F1V4	22:16:00	-08:14:11	40
Q02F4V4	22:15:59	-10:12:35	40
Q02F3V4	22:22:29	-11:11:47	40
Q02F2V4	22:22:27	-09:13:23	40
Q02F1V5	22:16:00	-08:14:11	40
Q02F4V5	22:15:59	-10:12:35	40
Q02F3V5	22:22:29	-11:11:47	40
Q02F2V5	22:22:27	-09:13:23	40
SLEW_QX_QY	22:22:27	-09:13:23	60
