imname	RA	DEC	EXPTIME
Q05F1V1	22:28:56	-08:14:11	40
Q05F4V1	22:28:55	-10:12:35	40
Q05F3V1	22:35:25	-11:11:47	40
Q05F2V1	22:35:24	-09:13:23	40
Q05F1V2	22:28:56	-08:14:11	40
Q05F4V2	22:28:55	-10:12:35	40
Q05F3V2	22:35:25	-11:11:47	40
Q05F2V2	22:35:24	-09:13:23	40
Q05F1V3	22:28:56	-08:14:11	40
Q05F4V3	22:28:55	-10:12:35	40
Q05F3V3	22:35:25	-11:11:47	40
Q05F2V3	22:35:24	-09:13:23	40
Q05F1V4	22:28:56	-08:14:11	40
Q05F4V4	22:28:55	-10:12:35	40
Q05F3V4	22:35:25	-11:11:47	40
Q05F2V4	22:35:24	-09:13:23	40
Q05F1V5	22:28:56	-08:14:11	40
Q05F4V5	22:28:55	-10:12:35	40
Q05F3V5	22:35:25	-11:11:47	40
Q05F2V5	22:35:24	-09:13:23	40
SLEW_QX_QY	22:35:24	-09:13:23	60
