imname	RA	DEC	EXPTIME
Q08F1V1	22:41:52	-08:14:11	40
Q08F4V1	22:41:51	-10:12:35	40
Q08F3V1	22:48:21	-11:11:47	40
Q08F2V1	22:48:20	-09:13:23	40
Q08F1V2	22:41:52	-08:14:11	40
Q08F4V2	22:41:51	-10:12:35	40
Q08F3V2	22:48:21	-11:11:47	40
Q08F2V2	22:48:20	-09:13:23	40
Q08F1V3	22:41:52	-08:14:11	40
Q08F4V3	22:41:51	-10:12:35	40
Q08F3V3	22:48:21	-11:11:47	40
Q08F2V3	22:48:20	-09:13:23	40
Q08F1V4	22:41:52	-08:14:11	40
Q08F4V4	22:41:51	-10:12:35	40
Q08F3V4	22:48:21	-11:11:47	40
Q08F2V4	22:48:20	-09:13:23	40
Q08F1V5	22:41:52	-08:14:11	40
Q08F4V5	22:41:51	-10:12:35	40
Q08F3V5	22:48:21	-11:11:47	40
Q08F2V5	22:48:20	-09:13:23	40
SLEW_QX_QY	22:48:20	-09:13:23	60
