imname	RA	DEC	EXPTIME
Q04F1V1	22:28:57	-04:19:23	40
Q04F4V1	22:28:57	-06:17:48	40
Q04F3V1	22:35:23	-07:15:00	40
Q04F2V1	22:35:22	-05:18:35	40
Q04F1V2	22:28:57	-04:19:23	40
Q04F4V2	22:28:57	-06:17:48	40
Q04F3V2	22:35:23	-07:15:00	40
Q04F2V2	22:35:22	-05:18:35	40
Q04F1V3	22:28:57	-04:19:23	40
Q04F4V3	22:28:57	-06:17:48	40
Q04F3V3	22:35:23	-07:15:00	40
Q04F2V3	22:35:22	-05:18:35	40
Q04F1V4	22:28:57	-04:19:23	40
Q04F4V4	22:28:57	-06:17:48	40
Q04F3V4	22:35:23	-07:15:00	40
Q04F2V4	22:35:22	-05:18:35	40
Q04F1V5	22:28:57	-04:19:23	40
Q04F4V5	22:28:57	-06:17:48	40
Q04F3V5	22:35:23	-07:15:00	40
Q04F2V5	22:35:22	-05:18:35	40
SLEW_QX_QY	22:35:22	-05:18:35	60
