imname	RA	DEC	EXPTIME
Q07F1V1	22:41:47	-04:19:23	40
Q07F4V1	22:41:46	-06:17:48	40
Q07F3V1	22:48:12	-07:15:00	40
Q07F2V1	22:48:11	-05:18:35	40
Q07F1V2	22:41:47	-04:19:23	40
Q07F4V2	22:41:46	-06:17:48	40
Q07F3V2	22:48:12	-07:15:00	40
Q07F2V2	22:48:11	-05:18:35	40
Q07F1V3	22:41:47	-04:19:23	40
Q07F4V3	22:41:46	-06:17:48	40
Q07F3V3	22:48:12	-07:15:00	40
Q07F2V3	22:48:11	-05:18:35	40
Q07F1V4	22:41:47	-04:19:23	40
Q07F4V4	22:41:46	-06:17:48	40
Q07F3V4	22:48:12	-07:15:00	40
Q07F2V4	22:48:11	-05:18:35	40
Q07F1V5	22:41:47	-04:19:23	40
Q07F4V5	22:41:46	-06:17:48	40
Q07F3V5	22:48:12	-07:15:00	40
Q07F2V5	22:48:11	-05:18:35	40
SLEW_QX_QY	22:48:11	-05:18:35	60
