imname	RA	DEC	EXPTIME
Q06F1V1	22:28:54	-12:10:59	40
Q06F4V1	22:28:52	-14:07:23	40
Q06F3V1	22:35:28	-15:06:36	40
Q06F2V1	22:35:26	-13:08:11	40
Q06F1V2	22:28:54	-12:10:59	40
Q06F4V2	22:28:52	-14:07:23	40
Q06F3V2	22:35:28	-15:06:36	40
Q06F2V2	22:35:26	-13:08:11	40
Q06F1V3	22:28:54	-12:10:59	40
Q06F4V3	22:28:52	-14:07:23	40
Q06F3V3	22:35:28	-15:06:36	40
Q06F2V3	22:35:26	-13:08:11	40
Q06F1V4	22:28:54	-12:10:59	40
Q06F4V4	22:28:52	-14:07:23	40
Q06F3V4	22:35:28	-15:06:36	40
Q06F2V4	22:35:26	-13:08:11	40
Q06F1V5	22:28:54	-12:10:59	40
Q06F4V5	22:28:52	-14:07:23	40
Q06F3V5	22:35:28	-15:06:36	40
Q06F2V5	22:35:26	-13:08:11	40
SLEW_QX_QY	22:35:26	-13:08:11	60
