imname	RA	DEC	EXPTIME
Q01F1V1	22:27:08	-03:14:41	40
Q01F4V1	22:27:07	-05:11:05	40
Q01F3V1	22:33:32	-06:10:17	40
Q01F2V1	22:33:31	-04:13:53	40
Q01F1V2	22:27:08	-03:14:41	40
Q01F4V2	22:27:07	-05:11:05	40
Q01F3V2	22:33:32	-06:10:17	40
Q01F2V2	22:33:31	-04:13:53	40
Q01F1V3	22:27:08	-03:14:41	40
Q01F4V3	22:27:07	-05:11:05	40
Q01F3V3	22:33:32	-06:10:17	40
Q01F2V3	22:33:31	-04:13:53	40
Q01F1V4	22:27:08	-03:14:41	40
Q01F4V4	22:27:07	-05:11:05	40
Q01F3V4	22:33:32	-06:10:17	40
Q01F2V4	22:33:31	-04:13:53	40
Q01F1V5	22:27:08	-03:14:41	40
Q01F4V5	22:27:07	-05:11:05	40
Q01F3V5	22:33:32	-06:10:17	40
Q01F2V5	22:33:31	-04:13:53	40
SLEW_QX_QY	22:33:31	-04:13:53	60
