imname	RA	DEC	EXPTIME
Q03F1V1	22:26:49	-11:04:17	40
Q03F4V1	22:26:48	-13:02:41	40
Q03F3V1	22:33:22	-14:01:53	40
Q03F2V1	22:33:20	-12:03:29	40
Q03F1V2	22:26:49	-11:04:17	40
Q03F4V2	22:26:48	-13:02:41	40
Q03F3V2	22:33:22	-14:01:53	40
Q03F2V2	22:33:20	-12:03:29	40
Q03F1V3	22:26:49	-11:04:17	40
Q03F4V3	22:26:48	-13:02:41	40
Q03F3V3	22:33:22	-14:01:53	40
Q03F2V3	22:33:20	-12:03:29	40
Q03F1V4	22:26:49	-11:04:17	40
Q03F4V4	22:26:48	-13:02:41	40
Q03F3V4	22:33:22	-14:01:53	40
Q03F2V4	22:33:20	-12:03:29	40
Q03F1V5	22:26:49	-11:04:17	40
Q03F4V5	22:26:48	-13:02:41	40
Q03F3V5	22:33:22	-14:01:53	40
Q03F2V5	22:33:20	-12:03:29	40
SLEW_QX_QY	22:33:20	-12:03:29	60
