imname	RA	DEC	EXPTIME
Q06F1V1	22:39:52	-11:04:17	40
Q06F4V1	22:39:51	-13:02:41	40
Q06F3V1	22:46:25	-14:01:53	40
Q06F2V1	22:46:23	-12:03:29	40
Q06F1V2	22:39:52	-11:04:17	40
Q06F4V2	22:39:51	-13:02:41	40
Q06F3V2	22:46:25	-14:01:53	40
Q06F2V2	22:46:23	-12:03:29	40
Q06F1V3	22:39:52	-11:04:17	40
Q06F4V3	22:39:51	-13:02:41	40
Q06F3V3	22:46:25	-14:01:53	40
Q06F2V3	22:46:23	-12:03:29	40
Q06F1V4	22:39:52	-11:04:17	40
Q06F4V4	22:39:51	-13:02:41	40
Q06F3V4	22:46:25	-14:01:53	40
Q06F2V4	22:46:23	-12:03:29	40
Q06F1V5	22:39:52	-11:04:17	40
Q06F4V5	22:39:51	-13:02:41	40
Q06F3V5	22:46:25	-14:01:53	40
Q06F2V5	22:46:23	-12:03:29	40
SLEW_QX_QY	22:46:23	-12:03:29	60
