imname	RA	DEC	EXPTIME
Q02F1V1	22:27:01	-07:09:29	40
Q02F4V1	22:27:00	-09:07:53	40
Q02F3V1	22:33:28	-10:05:05	40
Q02F2V1	22:33:27	-08:08:41	40
Q02F1V2	22:27:01	-07:09:29	40
Q02F4V2	22:27:00	-09:07:53	40
Q02F3V2	22:33:28	-10:05:05	40
Q02F2V2	22:33:27	-08:08:41	40
Q02F1V3	22:27:01	-07:09:29	40
Q02F4V3	22:27:00	-09:07:53	40
Q02F3V3	22:33:28	-10:05:05	40
Q02F2V3	22:33:27	-08:08:41	40
Q02F1V4	22:27:01	-07:09:29	40
Q02F4V4	22:27:00	-09:07:53	40
Q02F3V4	22:33:28	-10:05:05	40
Q02F2V4	22:33:27	-08:08:41	40
Q02F1V5	22:27:01	-07:09:29	40
Q02F4V5	22:27:00	-09:07:53	40
Q02F3V5	22:33:28	-10:05:05	40
Q02F2V5	22:33:27	-08:08:41	40
SLEW_QX_QY	22:33:27	-08:08:41	60
