imname	RA	DEC	EXPTIME
Q08F1V1	22:52:48	-07:09:29	40
Q08F4V1	22:52:47	-09:07:53	40
Q08F3V1	22:59:16	-10:05:05	40
Q08F2V1	22:59:15	-08:08:41	40
Q08F1V2	22:52:48	-07:09:29	40
Q08F4V2	22:52:47	-09:07:53	40
Q08F3V2	22:59:16	-10:05:05	40
Q08F2V2	22:59:15	-08:08:41	40
Q08F1V3	22:52:48	-07:09:29	40
Q08F4V3	22:52:47	-09:07:53	40
Q08F3V3	22:59:16	-10:05:05	40
Q08F2V3	22:59:15	-08:08:41	40
Q08F1V4	22:52:48	-07:09:29	40
Q08F4V4	22:52:47	-09:07:53	40
Q08F3V4	22:59:16	-10:05:05	40
Q08F2V4	22:59:15	-08:08:41	40
Q08F1V5	22:52:48	-07:09:29	40
Q08F4V5	22:52:47	-09:07:53	40
Q08F3V5	22:59:16	-10:05:05	40
Q08F2V5	22:59:15	-08:08:41	40
SLEW_QX_QY	22:59:15	-08:08:41	60
