imname	RA	DEC	EXPTIME
Q05F1V1	22:39:54	-07:09:29	40
Q05F4V1	22:39:54	-09:07:53	40
Q05F3V1	22:46:22	-10:05:05	40
Q05F2V1	22:46:21	-08:08:41	40
Q05F1V2	22:39:54	-07:09:29	40
Q05F4V2	22:39:54	-09:07:53	40
Q05F3V2	22:46:22	-10:05:05	40
Q05F2V2	22:46:21	-08:08:41	40
Q05F1V3	22:39:54	-07:09:29	40
Q05F4V3	22:39:54	-09:07:53	40
Q05F3V3	22:46:22	-10:05:05	40
Q05F2V3	22:46:21	-08:08:41	40
Q05F1V4	22:39:54	-07:09:29	40
Q05F4V4	22:39:54	-09:07:53	40
Q05F3V4	22:46:22	-10:05:05	40
Q05F2V4	22:46:21	-08:08:41	40
Q05F1V5	22:39:54	-07:09:29	40
Q05F4V5	22:39:54	-09:07:53	40
Q05F3V5	22:46:22	-10:05:05	40
Q05F2V5	22:46:21	-08:08:41	40
SLEW_QX_QY	22:46:21	-08:08:41	60
