imname	RA	DEC	EXPTIME
Q07F1V1	22:52:44	-03:14:41	40
Q07F4V1	22:52:43	-05:11:05	40
Q07F3V1	22:59:08	-06:10:17	40
Q07F2V1	22:59:08	-04:13:53	40
Q07F1V2	22:52:44	-03:14:41	40
Q07F4V2	22:52:43	-05:11:05	40
Q07F3V2	22:59:08	-06:10:17	40
Q07F2V2	22:59:08	-04:13:53	40
Q07F1V3	22:52:44	-03:14:41	40
Q07F4V3	22:52:43	-05:11:05	40
Q07F3V3	22:59:08	-06:10:17	40
Q07F2V3	22:59:08	-04:13:53	40
Q07F1V4	22:52:44	-03:14:41	40
Q07F4V4	22:52:43	-05:11:05	40
Q07F3V4	22:59:08	-06:10:17	40
Q07F2V4	22:59:08	-04:13:53	40
Q07F1V5	22:52:44	-03:14:41	40
Q07F4V5	22:52:43	-05:11:05	40
Q07F3V5	22:59:08	-06:10:17	40
Q07F2V5	22:59:08	-04:13:53	40
SLEW_QX_QY	22:59:08	-04:13:53	60
