imname	RA	DEC	EXPTIME
Q04F1V1	22:39:56	-03:14:41	40
Q04F4V1	22:39:55	-05:11:05	40
Q04F3V1	22:46:20	-06:10:17	40
Q04F2V1	22:46:20	-04:13:53	40
Q04F1V2	22:39:56	-03:14:41	40
Q04F4V2	22:39:55	-05:11:05	40
Q04F3V2	22:46:20	-06:10:17	40
Q04F2V2	22:46:20	-04:13:53	40
Q04F1V3	22:39:56	-03:14:41	40
Q04F4V3	22:39:55	-05:11:05	40
Q04F3V3	22:46:20	-06:10:17	40
Q04F2V3	22:46:20	-04:13:53	40
Q04F1V4	22:39:56	-03:14:41	40
Q04F4V4	22:39:55	-05:11:05	40
Q04F3V4	22:46:20	-06:10:17	40
Q04F2V4	22:46:20	-04:13:53	40
Q04F1V5	22:39:56	-03:14:41	40
Q04F4V5	22:39:55	-05:11:05	40
Q04F3V5	22:46:20	-06:10:17	40
Q04F2V5	22:46:20	-04:13:53	40
SLEW_QX_QY	22:46:20	-04:13:53	60
