UTC	Airmass
2014-04-23 23:00:00	3.356
2014-04-23 23:30:00	2.493
2014-04-24 00:00:00	1.997
2014-04-24 00:30:00	1.681
2014-04-24 01:00:00	1.466
2014-04-24 01:30:00	1.316
2014-04-24 02:00:00	1.208
2014-04-24 02:30:00	1.130
2014-04-24 03:00:00	1.076
2014-04-24 03:30:00	1.041
2014-04-24 04:00:00	1.022
2014-04-24 04:30:00	1.018
2014-04-24 05:00:00	1.029
2014-04-24 05:30:00	1.055
2014-04-24 06:00:00	1.099
2014-04-24 06:30:00	1.163
2014-04-24 07:00:00	1.253
2014-04-24 07:30:00	1.379
2014-04-24 08:00:00	1.556
2014-04-24 08:30:00	1.811
2014-04-24 09:00:00	2.197
2014-04-24 09:30:00	2.828
2014-04-24 10:00:00	4.008
2014-04-24 10:30:00	6.848
2014-04-24 11:00:00	13.333
2014-04-24 11:30:00	13.333
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
