imname	RA	DEC	EXPTIME
Q51F1V1	14:28:05	04:15:01	40
Q51F2V1	14:28:05	02:17:25	40
Q51F3V1	14:34:29	01:18:37	40
Q51F4V1	14:34:29	03:16:13	40
Q51F1V2	14:28:05	04:15:01	40
Q51F2V2	14:28:05	02:17:25	40
Q51F3V2	14:34:29	01:18:37	40
Q51F4V2	14:34:29	03:16:13	40
Q51F1V3	14:28:05	04:15:01	40
Q51F2V3	14:28:05	02:17:25	40
Q51F3V3	14:34:29	01:18:37	40
Q51F4V3	14:34:29	03:16:13	40
Q51F1V4	14:28:05	04:15:01	40
Q51F2V4	14:28:05	02:17:25	40
Q51F3V4	14:34:29	01:18:37	40
Q51F4V4	14:34:29	03:16:13	40
Q51F1V5	14:28:05	04:15:01	40
Q51F2V5	14:28:05	02:17:25	40
Q51F3V5	14:34:29	01:18:37	40
Q51F4V5	14:34:29	03:16:13	40
SLEW_QX_QY	14:34:29	03:16:13	60
