UTC	Airmass
2014-04-23 23:00:00	2.653
2014-04-23 23:30:00	2.101
2014-04-24 00:00:00	1.753
2014-04-24 00:30:00	1.517
2014-04-24 01:00:00	1.352
2014-04-24 01:30:00	1.233
2014-04-24 02:00:00	1.147
2014-04-24 02:30:00	1.086
2014-04-24 03:00:00	1.044
2014-04-24 03:30:00	1.018
2014-04-24 04:00:00	1.008
2014-04-24 04:30:00	1.011
2014-04-24 05:00:00	1.028
2014-04-24 05:30:00	1.061
2014-04-24 06:00:00	1.112
2014-04-24 06:30:00	1.184
2014-04-24 07:00:00	1.284
2014-04-24 07:30:00	1.422
2014-04-24 08:00:00	1.616
2014-04-24 08:30:00	1.896
2014-04-24 09:00:00	2.323
2014-04-24 09:30:00	3.031
2014-04-24 10:00:00	4.389
2014-04-24 10:30:00	7.809
2014-04-24 11:00:00	13.333
2014-04-24 11:30:00	13.333
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
