UTC	Airmass
2014-04-23 23:00:00	13.333
2014-04-23 23:30:00	13.333
2014-04-24 00:00:00	12.284
2014-04-24 00:30:00	5.513
2014-04-24 01:00:00	3.470
2014-04-24 01:30:00	2.555
2014-04-24 02:00:00	2.048
2014-04-24 02:30:00	1.734
2014-04-24 03:00:00	1.525
2014-04-24 03:30:00	1.382
2014-04-24 04:00:00	1.284
2014-04-24 04:30:00	1.219
2014-04-24 05:00:00	1.179
2014-04-24 05:30:00	1.161
2014-04-24 06:00:00	1.163
2014-04-24 06:30:00	1.186
2014-04-24 07:00:00	1.231
2014-04-24 07:30:00	1.303
2014-04-24 08:00:00	1.410
2014-04-24 08:30:00	1.565
2014-04-24 09:00:00	1.792
2014-04-24 09:30:00	2.140
2014-04-24 10:00:00	2.711
2014-04-24 10:30:00	3.778
2014-04-24 11:00:00	6.340
2014-04-24 11:30:00	13.333
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
