imname	RA	DEC	EXPTIME
Q16F1V1	13:35:01	-15:21:0	40
Q16F4V1	13:34:59	-17:19:2	40
Q16F3V1	13:41:41	-18:18:3	40
Q16F2V1	13:41:39	-16:20:1	40
Q16F1V2	13:35:01	-15:21:0	40
Q16F4V2	13:34:59	-17:19:2	40
Q16F3V2	13:41:41	-18:18:3	40
Q16F2V2	13:41:39	-16:20:1	40
Q16F1V3	13:35:01	-15:21:0	40
Q16F4V3	13:34:59	-17:19:2	40
Q16F3V3	13:41:41	-18:18:3	40
Q16F2V3	13:41:39	-16:20:1	40
Q16F1V4	13:35:01	-15:21:0	40
Q16F4V4	13:34:59	-17:19:2	40
Q16F3V4	13:41:41	-18:18:3	40
Q16F2V4	13:41:39	-16:20:1	40
Q16F1V5	13:35:01	-15:21:0	40
Q16F4V5	13:34:59	-17:19:2	40
Q16F3V5	13:41:41	-18:18:3	40
Q16F2V5	13:41:39	-16:20:1	40
SLEW_QX_QY	13:41:39	-16:20:1	60
