UTC	Airmass
2014-04-23 23:00:00	4.917
2014-04-23 23:30:00	3.249
2014-04-24 00:00:00	2.434
2014-04-24 00:30:00	1.961
2014-04-24 01:00:00	1.657
2014-04-24 01:30:00	1.450
2014-04-24 02:00:00	1.304
2014-04-24 02:30:00	1.199
2014-04-24 03:00:00	1.124
2014-04-24 03:30:00	1.072
2014-04-24 04:00:00	1.039
2014-04-24 04:30:00	1.021
2014-04-24 05:00:00	1.019
2014-04-24 05:30:00	1.031
2014-04-24 06:00:00	1.059
2014-04-24 06:30:00	1.104
2014-04-24 07:00:00	1.170
2014-04-24 07:30:00	1.264
2014-04-24 08:00:00	1.394
2014-04-24 08:30:00	1.576
2014-04-24 09:00:00	1.841
2014-04-24 09:30:00	2.244
2014-04-24 10:00:00	2.909
2014-04-24 10:30:00	4.175
2014-04-24 11:00:00	7.328
2014-04-24 11:30:00	13.333
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
