UTC	Airmass
2014-04-23 23:00:00	7.495
2014-04-23 23:30:00	4.165
2014-04-24 00:00:00	2.896
2014-04-24 00:30:00	2.246
2014-04-24 01:00:00	1.859
2014-04-24 01:30:00	1.609
2014-04-24 02:00:00	1.440
2014-04-24 02:30:00	1.324
2014-04-24 03:00:00	1.245
2014-04-24 03:30:00	1.194
2014-04-24 04:00:00	1.166
2014-04-24 04:30:00	1.159
2014-04-24 05:00:00	1.173
2014-04-24 05:30:00	1.207
2014-04-24 06:00:00	1.266
2014-04-24 06:30:00	1.356
2014-04-24 07:00:00	1.487
2014-04-24 07:30:00	1.677
2014-04-24 08:00:00	1.962
2014-04-24 08:30:00	2.412
2014-04-24 09:00:00	3.198
2014-04-24 09:30:00	4.845
2014-04-24 10:00:00	9.836
2014-04-24 10:30:00	13.333
2014-04-24 11:00:00	13.333
2014-04-24 11:30:00	13.333
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
