UTC	Airmass
2014-04-29 22:30:00	3.719
2014-04-29 23:00:00	2.667
2014-04-29 23:30:00	2.099
2014-04-30 00:00:00	1.751
2014-04-30 00:30:00	1.522
2014-04-30 01:00:00	1.364
2014-04-30 01:30:00	1.253
2014-04-30 02:00:00	1.177
2014-04-30 02:30:00	1.125
2014-04-30 03:00:00	1.095
2014-04-30 03:30:00	1.083
2014-04-30 04:00:00	1.088
2014-04-30 04:30:00	1.112
2014-04-30 05:00:00	1.155
2014-04-30 05:30:00	1.221
2014-04-30 06:00:00	1.318
2014-04-30 06:30:00	1.456
2014-04-30 07:00:00	1.655
2014-04-30 07:30:00	1.951
2014-04-30 08:00:00	2.419
2014-04-30 08:30:00	3.239
2014-04-30 09:00:00	4.974
2014-04-30 09:30:00	10.329
2014-04-30 10:00:00	13.333
2014-04-30 10:30:00	13.333
2014-04-30 11:00:00	13.333
2014-04-30 11:30:00	13.333
2014-04-30 12:00:00	13.333
