imname	RA	DEC	EXPTIME
Q58F1V1	14:28:25	-23:12:3	40
Q58F4V1	14:28:22	-25:09:0	40
Q58F3V1	14:35:27	-26:08:1	40
Q58F2V1	14:35:23	-24:11:4	40
Q58F1V2	14:28:25	-23:12:3	40
Q58F4V2	14:28:22	-25:09:0	40
Q58F3V2	14:35:27	-26:08:1	40
Q58F2V2	14:35:23	-24:11:4	40
Q58F1V3	14:28:25	-23:12:3	40
Q58F4V3	14:28:22	-25:09:0	40
Q58F3V3	14:35:27	-26:08:1	40
Q58F2V3	14:35:23	-24:11:4	40
Q58F1V4	14:28:25	-23:12:3	40
Q58F4V4	14:28:22	-25:09:0	40
Q58F3V4	14:35:27	-26:08:1	40
Q58F2V4	14:35:23	-24:11:4	40
Q58F1V5	14:28:25	-23:12:3	40
Q58F4V5	14:28:22	-25:09:0	40
Q58F3V5	14:35:27	-26:08:1	40
Q58F2V5	14:35:23	-24:11:4	40
SLEW_QX_QY	14:35:23	-24:11:4	60
