UTC	Airmass
2014-04-23 23:00:00	2.452
2014-04-23 23:30:00	1.985
2014-04-24 00:00:00	1.681
2014-04-24 00:30:00	1.470
2014-04-24 01:00:00	1.320
2014-04-24 01:30:00	1.210
2014-04-24 02:00:00	1.131
2014-04-24 02:30:00	1.073
2014-04-24 03:00:00	1.035
2014-04-24 03:30:00	1.011
2014-04-24 04:00:00	1.002
2014-04-24 04:30:00	1.005
2014-04-24 05:00:00	1.023
2014-04-24 05:30:00	1.055
2014-04-24 06:00:00	1.104
2014-04-24 06:30:00	1.174
2014-04-24 07:00:00	1.270
2014-04-24 07:30:00	1.401
2014-04-24 08:00:00	1.584
2014-04-24 08:30:00	1.843
2014-04-24 09:00:00	2.230
2014-04-24 09:30:00	2.851
2014-04-24 10:00:00	3.974
2014-04-24 10:30:00	6.496
2014-04-24 11:00:00	13.333
2014-04-24 11:30:00	13.333
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
