UTC	Airmass
2014-04-29 22:30:00	13.333
2014-04-29 23:00:00	13.333
2014-04-29 23:30:00	9.024
2014-04-30 00:00:00	4.646
2014-04-30 00:30:00	3.131
2014-04-30 01:00:00	2.390
2014-04-30 01:30:00	1.961
2014-04-30 02:00:00	1.688
2014-04-30 02:30:00	1.506
2014-04-30 03:00:00	1.382
2014-04-30 03:30:00	1.298
2014-04-30 04:00:00	1.245
2014-04-30 04:30:00	1.217
2014-04-30 05:00:00	1.211
2014-04-30 05:30:00	1.228
2014-04-30 06:00:00	1.268
2014-04-30 06:30:00	1.335
2014-04-30 07:00:00	1.437
2014-04-30 07:30:00	1.587
2014-04-30 08:00:00	1.808
2014-04-30 08:30:00	2.146
2014-04-30 09:00:00	2.699
2014-04-30 09:30:00	3.722
2014-04-30 10:00:00	6.126
2014-04-30 10:30:00	13.333
2014-04-30 11:00:00	13.333
2014-04-30 11:30:00	13.333
2014-04-30 12:00:00	13.333
