imname	RA	DEC	EXPTIME
Q70F1V1	14:43:45	-31:02:13	40
Q70F4V1	14:43:40	-32:60:37	40
Q70F3V1	14:51:20	-33:59:49	40
Q70F2V1	14:51:15	-32:01:25	40
Q70F1V2	14:43:45	-31:02:13	40
Q70F4V2	14:43:40	-32:60:37	40
Q70F3V2	14:51:20	-33:59:49	40
Q70F2V2	14:51:15	-32:01:25	40
Q70F1V3	14:43:45	-31:02:13	40
Q70F4V3	14:43:40	-32:60:37	40
Q70F3V3	14:51:20	-33:59:49	40
Q70F2V3	14:51:15	-32:01:25	40
Q70F1V4	14:43:45	-31:02:13	40
Q70F4V4	14:43:40	-32:60:37	40
Q70F3V4	14:51:20	-33:59:49	40
Q70F2V4	14:51:15	-32:01:25	40
Q70F1V5	14:43:45	-31:02:13	40
Q70F4V5	14:43:40	-32:60:37	40
Q70F3V5	14:51:20	-33:59:49	40
Q70F2V5	14:51:15	-32:01:25	40
SLEW_QX_QY	14:51:15	-32:01:25	60
