imname	RA	DEC	EXPTIME
Q48F1V1	14:41:59	-26:17:49	40
Q48F2V1	14:41:55	-28:14:13	40
Q48F3V1	14:49:12	-29:13:25	40
Q48F4V1	14:49:08	-27:15:01	40
Q48F1V2	14:41:59	-26:17:49	40
Q48F2V2	14:41:55	-28:14:13	40
Q48F3V2	14:49:12	-29:13:25	40
Q48F4V2	14:49:08	-27:15:01	40
Q48F1V3	14:41:59	-26:17:49	40
Q48F2V3	14:41:55	-28:14:13	40
Q48F3V3	14:49:12	-29:13:25	40
Q48F4V3	14:49:08	-27:15:01	40
Q48F1V4	14:41:59	-26:17:49	40
Q48F2V4	14:41:55	-28:14:13	40
Q48F3V4	14:49:12	-29:13:25	40
Q48F4V4	14:49:08	-27:15:01	40
Q48F1V5	14:41:59	-26:17:49	40
Q48F2V5	14:41:55	-28:14:13	40
Q48F3V5	14:49:12	-29:13:25	40
Q48F4V5	14:49:08	-27:15:01	40
SLEW_QX_QY	14:49:08	-27:15:01	60
