UTC	Airmass
2014-04-23 23:00:00	4.071
2014-04-23 23:30:00	2.837
2014-04-24 00:00:00	2.198
2014-04-24 00:30:00	1.814
2014-04-24 01:00:00	1.564
2014-04-24 01:30:00	1.393
2014-04-24 02:00:00	1.274
2014-04-24 02:30:00	1.191
2014-04-24 03:00:00	1.134
2014-04-24 03:30:00	1.100
2014-04-24 04:00:00	1.084
2014-04-24 04:30:00	1.086
2014-04-24 05:00:00	1.105
2014-04-24 05:30:00	1.144
2014-04-24 06:00:00	1.205
2014-04-24 06:30:00	1.294
2014-04-24 07:00:00	1.422
2014-04-24 07:30:00	1.606
2014-04-24 08:00:00	1.877
2014-04-24 08:30:00	2.298
2014-04-24 09:00:00	3.015
2014-04-24 09:30:00	4.458
2014-04-24 10:00:00	8.485
2014-04-24 10:30:00	13.333
2014-04-24 11:00:00	13.333
2014-04-24 11:30:00	13.333
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
