UTC	Airmass
2014-04-23 23:00:00	4.716
2014-04-23 23:30:00	3.132
2014-04-24 00:00:00	2.367
2014-04-24 00:30:00	1.925
2014-04-24 01:00:00	1.644
2014-04-24 01:30:00	1.455
2014-04-24 02:00:00	1.325
2014-04-24 02:30:00	1.234
2014-04-24 03:00:00	1.173
2014-04-24 03:30:00	1.136
2014-04-24 04:00:00	1.118
2014-04-24 04:30:00	1.120
2014-04-24 05:00:00	1.141
2014-04-24 05:30:00	1.182
2014-04-24 06:00:00	1.247
2014-04-24 06:30:00	1.344
2014-04-24 07:00:00	1.483
2014-04-24 07:30:00	1.685
2014-04-24 08:00:00	1.987
2014-04-24 08:30:00	2.469
2014-04-24 09:00:00	3.323
2014-04-24 09:30:00	5.170
2014-04-24 10:00:00	11.089
2014-04-24 10:30:00	13.333
2014-04-24 11:00:00	13.333
2014-04-24 11:30:00	13.333
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
