imname	RA	DEC	EXPTIME
Q98F1V1	15:24:24	-23:12:37	40
Q98F2V1	15:24:21	-25:09:01	40
Q98F3V1	15:31:25	-26:08:13	40
Q98F4V1	15:31:22	-24:11:49	40
Q98F1V2	15:24:24	-23:12:37	40
Q98F2V2	15:24:21	-25:09:01	40
Q98F3V2	15:31:25	-26:08:13	40
Q98F4V2	15:31:22	-24:11:49	40
Q98F1V3	15:24:24	-23:12:37	40
Q98F2V3	15:24:21	-25:09:01	40
Q98F3V3	15:31:25	-26:08:13	40
Q98F4V3	15:31:22	-24:11:49	40
Q98F1V4	15:24:24	-23:12:37	40
Q98F2V4	15:24:21	-25:09:01	40
Q98F3V4	15:31:25	-26:08:13	40
Q98F4V4	15:31:22	-24:11:49	40
Q98F1V5	15:24:24	-23:12:37	40
Q98F2V5	15:24:21	-25:09:01	40
Q98F3V5	15:31:25	-26:08:13	40
Q98F4V5	15:31:22	-24:11:49	40
SLEW_QX_QY	15:31:22	-24:11:49	60
