imname	RA	DEC	EXPTIME
Q71F1V1	14:53:40	04:15:01	40
Q71F4V1	14:53:40	02:17:25	40
Q71F3V1	15:00:03	01:18:37	40
Q71F2V1	15:00:04	03:16:13	40
Q71F1V2	14:53:40	04:15:01	40
Q71F4V2	14:53:40	02:17:25	40
Q71F3V2	15:00:03	01:18:37	40
Q71F2V2	15:00:04	03:16:13	40
Q71F1V3	14:53:40	04:15:01	40
Q71F4V3	14:53:40	02:17:25	40
Q71F3V3	15:00:03	01:18:37	40
Q71F2V3	15:00:04	03:16:13	40
Q71F1V4	14:53:40	04:15:01	40
Q71F4V4	14:53:40	02:17:25	40
Q71F3V4	15:00:03	01:18:37	40
Q71F2V4	15:00:04	03:16:13	40
Q71F1V5	14:53:40	04:15:01	40
Q71F4V5	14:53:40	02:17:25	40
Q71F3V5	15:00:03	01:18:37	40
Q71F2V5	15:00:04	03:16:13	40
SLEW_QX_QY	15:00:04	03:16:13	60
