imname	RA	DEC	EXPTIME
Q40F1V1	13:58:35	-31:02:1	40
Q40F4V1	13:58:30	-32:60:3	40
Q40F3V1	14:06:09	-33:59:4	40
Q40F2V1	14:06:04	-32:01:2	40
Q40F1V2	13:58:35	-31:02:1	40
Q40F4V2	13:58:30	-32:60:3	40
Q40F3V2	14:06:09	-33:59:4	40
Q40F2V2	14:06:04	-32:01:2	40
Q40F1V3	13:58:35	-31:02:1	40
Q40F4V3	13:58:30	-32:60:3	40
Q40F3V3	14:06:09	-33:59:4	40
Q40F2V3	14:06:04	-32:01:2	40
Q40F1V4	13:58:35	-31:02:1	40
Q40F4V4	13:58:30	-32:60:3	40
Q40F3V4	14:06:09	-33:59:4	40
Q40F2V4	14:06:04	-32:01:2	40
Q40F1V5	13:58:35	-31:02:1	40
Q40F4V5	13:58:30	-32:60:3	40
Q40F3V5	14:06:09	-33:59:4	40
Q40F2V5	14:06:04	-32:01:2	40
SLEW_QX_QY	14:06:04	-32:01:2	60
