UTC	Airmass
2014-04-23 23:00:00	3.204
2014-04-23 23:30:00	2.402
2014-04-24 00:00:00	1.938
2014-04-24 00:30:00	1.641
2014-04-24 01:00:00	1.440
2014-04-24 01:30:00	1.298
2014-04-24 02:00:00	1.197
2014-04-24 02:30:00	1.126
2014-04-24 03:00:00	1.078
2014-04-24 03:30:00	1.048
2014-04-24 04:00:00	1.035
2014-04-24 04:30:00	1.037
2014-04-24 05:00:00	1.055
2014-04-24 05:30:00	1.090
2014-04-24 06:00:00	1.145
2014-04-24 06:30:00	1.224
2014-04-24 07:00:00	1.335
2014-04-24 07:30:00	1.492
2014-04-24 08:00:00	1.716
2014-04-24 08:30:00	2.052
2014-04-24 09:00:00	2.590
2014-04-24 09:30:00	3.558
2014-04-24 10:00:00	5.716
2014-04-24 10:30:00	12.631
2014-04-24 11:00:00	13.333
2014-04-24 11:30:00	13.333
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
