UTC	Airmass
2014-04-29 22:30:00	2.974
2014-04-29 23:00:00	2.275
2014-04-29 23:30:00	1.859
2014-04-30 00:00:00	1.588
2014-04-30 00:30:00	1.403
2014-04-30 01:00:00	1.272
2014-04-30 01:30:00	1.179
2014-04-30 02:00:00	1.113
2014-04-30 02:30:00	1.069
2014-04-30 03:00:00	1.044
2014-04-30 03:30:00	1.034
2014-04-30 04:00:00	1.040
2014-04-30 04:30:00	1.061
2014-04-30 05:00:00	1.101
2014-04-30 05:30:00	1.160
2014-04-30 06:00:00	1.246
2014-04-30 06:30:00	1.366
2014-04-30 07:00:00	1.536
2014-04-30 07:30:00	1.781
2014-04-30 08:00:00	2.152
2014-04-30 08:30:00	2.760
2014-04-30 09:00:00	3.894
2014-04-30 09:30:00	6.618
2014-04-30 10:00:00	13.333
2014-04-30 10:30:00	13.333
2014-04-30 11:00:00	13.333
2014-04-30 11:30:00	13.333
2014-04-30 12:00:00	13.333
