UTC	Airmass
2014-04-23 23:00:00	12.247
2014-04-23 23:30:00	5.492
2014-04-24 00:00:00	3.451
2014-04-24 00:30:00	2.536
2014-04-24 01:00:00	2.027
2014-04-24 01:30:00	1.711
2014-04-24 02:00:00	1.501
2014-04-24 02:30:00	1.356
2014-04-24 03:00:00	1.256
2014-04-24 03:30:00	1.187
2014-04-24 04:00:00	1.144
2014-04-24 04:30:00	1.121
2014-04-24 05:00:00	1.118
2014-04-24 05:30:00	1.133
2014-04-24 06:00:00	1.168
2014-04-24 06:30:00	1.226
2014-04-24 07:00:00	1.314
2014-04-24 07:30:00	1.439
2014-04-24 08:00:00	1.621
2014-04-24 08:30:00	1.890
2014-04-24 09:00:00	2.310
2014-04-24 09:30:00	3.028
2014-04-24 10:00:00	4.478
2014-04-24 10:30:00	8.564
2014-04-24 11:00:00	13.333
2014-04-24 11:30:00	13.333
2014-04-24 12:00:00	13.333
2014-04-24 12:30:00	13.333
