imname	RA	DEC	EXPTIME
Q27F1V1	14:15:13	-07:31:25	40
Q27F2V1	14:15:12	-09:29:49	40
Q27F3V1	14:21:41	-10:27:01	40
Q27F4V1	14:21:40	-08:30:37	40
Q27F1V2	14:15:13	-07:31:25	40
Q27F2V2	14:15:12	-09:29:49	40
Q27F3V2	14:21:41	-10:27:01	40
Q27F4V2	14:21:40	-08:30:37	40
Q27F1V3	14:15:13	-07:31:25	40
Q27F2V3	14:15:12	-09:29:49	40
Q27F3V3	14:21:41	-10:27:01	40
Q27F4V3	14:21:40	-08:30:37	40
Q27F1V4	14:15:13	-07:31:25	40
Q27F2V4	14:15:12	-09:29:49	40
Q27F3V4	14:21:41	-10:27:01	40
Q27F4V4	14:21:40	-08:30:37	40
Q27F1V5	14:15:13	-07:31:25	40
Q27F2V5	14:15:12	-09:29:49	40
Q27F3V5	14:21:41	-10:27:01	40
Q27F4V5	14:21:40	-08:30:37	40
SLEW_QX_QY	14:21:40	-08:30:37	60
