UTC	Airmass
2014-04-29 22:30:00	3.303
2014-04-29 23:00:00	2.453
2014-04-29 23:30:00	1.969
2014-04-30 00:00:00	1.663
2014-04-30 00:30:00	1.457
2014-04-30 01:00:00	1.314
2014-04-30 01:30:00	1.213
2014-04-30 02:00:00	1.142
2014-04-30 02:30:00	1.094
2014-04-30 03:00:00	1.066
2014-04-30 03:30:00	1.056
2014-04-30 04:00:00	1.061
2014-04-30 04:30:00	1.083
2014-04-30 05:00:00	1.124
2014-04-30 05:30:00	1.187
2014-04-30 06:00:00	1.278
2014-04-30 06:30:00	1.406
2014-04-30 07:00:00	1.589
2014-04-30 07:30:00	1.856
2014-04-30 08:00:00	2.270
2014-04-30 08:30:00	2.969
2014-04-30 09:00:00	4.351
2014-04-30 09:30:00	8.075
2014-04-30 10:00:00	13.333
2014-04-30 10:30:00	13.333
2014-04-30 11:00:00	13.333
2014-04-30 11:30:00	13.333
2014-04-30 12:00:00	13.333
