UTC	Airmass
2014-04-29 22:30:00	13.333
2014-04-29 23:00:00	13.333
2014-04-29 23:30:00	13.333
2014-04-30 00:00:00	6.884
2014-04-30 00:30:00	3.955
2014-04-30 01:00:00	2.786
2014-04-30 01:30:00	2.174
2014-04-30 02:00:00	1.805
2014-04-30 02:30:00	1.564
2014-04-30 03:00:00	1.400
2014-04-30 03:30:00	1.286
2014-04-30 04:00:00	1.208
2014-04-30 04:30:00	1.157
2014-04-30 05:00:00	1.127
2014-04-30 05:30:00	1.117
2014-04-30 06:00:00	1.126
2014-04-30 06:30:00	1.154
2014-04-30 07:00:00	1.204
2014-04-30 07:30:00	1.280
2014-04-30 08:00:00	1.391
2014-04-30 08:30:00	1.551
2014-04-30 09:00:00	1.786
2014-04-30 09:30:00	2.143
2014-04-30 10:00:00	2.733
2014-04-30 10:30:00	3.844
2014-04-30 11:00:00	6.559
2014-04-30 11:30:00	13.333
2014-04-30 12:00:00	13.333
