UTC	Airmass
2014-04-29 22:30:00	13.333
2014-04-29 23:00:00	13.333
2014-04-29 23:30:00	13.333
2014-04-30 00:00:00	7.947
2014-04-30 00:30:00	4.329
2014-04-30 01:00:00	2.989
2014-04-30 01:30:00	2.312
2014-04-30 02:00:00	1.913
2014-04-30 02:30:00	1.656
2014-04-30 03:00:00	1.484
2014-04-30 03:30:00	1.367
2014-04-30 04:00:00	1.288
2014-04-30 04:30:00	1.239
2014-04-30 05:00:00	1.215
2014-04-30 05:30:00	1.212
2014-04-30 06:00:00	1.232
2014-04-30 06:30:00	1.276
2014-04-30 07:00:00	1.348
2014-04-30 07:30:00	1.456
2014-04-30 08:00:00	1.615
2014-04-30 08:30:00	1.850
2014-04-30 09:00:00	2.212
2014-04-30 09:30:00	2.812
2014-04-30 10:00:00	3.953
2014-04-30 10:30:00	6.781
2014-04-30 11:00:00	13.333
2014-04-30 11:30:00	13.333
2014-04-30 12:00:00	13.333
