UTC	Airmass
2014-04-29 22:30:00	5.959
2014-04-29 23:00:00	3.660
2014-04-29 23:30:00	2.668
2014-04-30 00:00:00	2.128
2014-04-30 00:30:00	1.796
2014-04-30 01:00:00	1.579
2014-04-30 01:30:00	1.431
2014-04-30 02:00:00	1.331
2014-04-30 02:30:00	1.265
2014-04-30 03:00:00	1.226
2014-04-30 03:30:00	1.211
2014-04-30 04:00:00	1.217
2014-04-30 04:30:00	1.246
2014-04-30 05:00:00	1.301
2014-04-30 05:30:00	1.386
2014-04-30 06:00:00	1.512
2014-04-30 06:30:00	1.697
2014-04-30 07:00:00	1.975
2014-04-30 07:30:00	2.413
2014-04-30 08:00:00	3.172
2014-04-30 08:30:00	4.742
2014-04-30 09:00:00	9.366
2014-04-30 09:30:00	13.333
2014-04-30 10:00:00	13.333
2014-04-30 10:30:00	13.333
2014-04-30 11:00:00	13.333
2014-04-30 11:30:00	13.333
2014-04-30 12:00:00	13.333
