imname	RA	DEC	EXPTIME
Q92F1V1	15:19:10	00:19:49	40
Q92F4V1	15:19:09	-01:38:1	40
Q92F3V1	15:25:33	-02:37:2	40
Q92F2V1	15:25:33	-00:39:0	40
Q92F1V2	15:19:10	00:19:49	40
Q92F4V2	15:19:09	-01:38:1	40
Q92F3V2	15:25:33	-02:37:2	40
Q92F2V2	15:25:33	-00:39:0	40
Q92F1V3	15:19:10	00:19:49	40
Q92F4V3	15:19:09	-01:38:1	40
Q92F3V3	15:25:33	-02:37:2	40
Q92F2V3	15:25:33	-00:39:0	40
Q92F1V4	15:19:10	00:19:49	40
Q92F4V4	15:19:09	-01:38:1	40
Q92F3V4	15:25:33	-02:37:2	40
Q92F2V4	15:25:33	-00:39:0	40
Q92F1V5	15:19:10	00:19:49	40
Q92F4V5	15:19:09	-01:38:1	40
Q92F3V5	15:25:33	-02:37:2	40
Q92F2V5	15:25:33	-00:39:0	40
SLEW_QX_QY	15:25:33	-00:39:0	60
