UTC	Airmass
2014-04-29 22:30:00	13.333
2014-04-29 23:00:00	9.156
2014-04-29 23:30:00	4.907
2014-04-30 00:00:00	3.303
2014-04-30 00:30:00	2.491
2014-04-30 01:00:00	2.010
2014-04-30 01:30:00	1.697
2014-04-30 02:00:00	1.482
2014-04-30 02:30:00	1.328
2014-04-30 03:00:00	1.216
2014-04-30 03:30:00	1.135
2014-04-30 04:00:00	1.077
2014-04-30 04:30:00	1.037
2014-04-30 05:00:00	1.012
2014-04-30 05:30:00	1.002
2014-04-30 06:00:00	1.005
2014-04-30 06:30:00	1.021
2014-04-30 07:00:00	1.053
2014-04-30 07:30:00	1.100
2014-04-30 08:00:00	1.169
2014-04-30 08:30:00	1.263
2014-04-30 09:00:00	1.392
2014-04-30 09:30:00	1.570
2014-04-30 10:00:00	1.824
2014-04-30 10:30:00	2.200
2014-04-30 11:00:00	2.801
2014-04-30 11:30:00	3.878
2014-04-30 12:00:00	6.254
